line,to_station,service_hour,comparable_observations,mean_excess_travel_seconds
Mattapan,place-asmnl,1,157,0.9171974522292994
Mattapan,place-asmnl,2,31,0.7741935483870968
Mattapan,place-asmnl,5,310,0.016129032258064516
Mattapan,place-asmnl,6,422,7.8246445497630335
Mattapan,place-asmnl,7,604,14.009933774834437
Mattapan,place-asmnl,8,643,9.441679626749611
Mattapan,place-asmnl,9,578,7.0588235294117645
Mattapan,place-asmnl,10,484,19.793388429752063
Mattapan,place-asmnl,11,538,5.345724907063197
Mattapan,place-asmnl,12,549,3.6411657559198543
Mattapan,place-asmnl,13,481,3.4303534303534304
Mattapan,place-asmnl,14,538,4.492565055762082
Mattapan,place-asmnl,15,651,2.3440860215053765
Mattapan,place-asmnl,16,664,3.2198795180722892
Mattapan,place-asmnl,17,649,5.303543913713405
Mattapan,place-asmnl,18,595,2.0554621848739494
Mattapan,place-asmnl,19,435,4.972413793103448
Mattapan,place-asmnl,20,427,5.60655737704918
Mattapan,place-asmnl,21,419,23.87112171837709
Mattapan,place-asmnl,22,382,21.222513089005236
Mattapan,place-asmnl,23,424,7.952830188679245
Mattapan,place-butlr,0,787,0.30876747141041927
Mattapan,place-butlr,1,323,0.4520123839009288
Mattapan,place-butlr,2,67,0.11940298507462686
Mattapan,place-butlr,5,684,0.21783625730994152
Mattapan,place-butlr,6,835,0.49820359281437127
Mattapan,place-butlr,7,1178,2.00169779286927
Mattapan,place-butlr,8,1297,2.143407864302236
Mattapan,place-butlr,9,1092,3.3653846153846154
Mattapan,place-butlr,10,1073,3.305684995340168
Mattapan,place-butlr,11,984,1.3841463414634145
Mattapan,place-butlr,12,1069,1.3751169317118803
Mattapan,place-butlr,13,1090,1.88348623853211
Mattapan,place-butlr,14,984,2.0528455284552845
Mattapan,place-butlr,15,1318,1.267071320182094
Mattapan,place-butlr,16,1328,2.365963855421687
Mattapan,place-butlr,17,1296,3.077932098765432
Mattapan,place-butlr,18,1242,4.942028985507246
Mattapan,place-butlr,19,912,2.7719298245614037
Mattapan,place-butlr,20,798,1.268170426065163
Mattapan,place-butlr,21,803,0.7783312577833126
Mattapan,place-butlr,22,814,0.773955773955774
Mattapan,place-butlr,23,806,0.5744416873449132
Mattapan,place-capst,0,799,0.688360450563204
Mattapan,place-capst,1,301,0.7774086378737541
Mattapan,place-capst,2,92,0.717391304347826
Mattapan,place-capst,5,706,0.5382436260623229
Mattapan,place-capst,6,838,2.3782816229116945
Mattapan,place-capst,7,1245,3.2586345381526103
Mattapan,place-capst,8,1320,3.584848484848485
Mattapan,place-capst,9,1058,2.155954631379962
Mattapan,place-capst,10,1034,1.4970986460348163
Mattapan,place-capst,11,1065,2.3464788732394366
Mattapan,place-capst,12,1071,2.291316526610644
Mattapan,place-capst,13,1006,2.675944333996024
Mattapan,place-capst,14,1042,1.2811900191938579
Mattapan,place-capst,15,1309,2.1084797555385792
Mattapan,place-capst,16,1305,2.0628352490421458
Mattapan,place-capst,17,1307,5.573068094873756
Mattapan,place-capst,18,1246,3.936597110754414
Mattapan,place-capst,19,887,4.01803833145434
Mattapan,place-capst,20,817,2.4063647490820075
Mattapan,place-capst,21,799,2.198998748435544
Mattapan,place-capst,22,797,2.5821831869510663
Mattapan,place-capst,23,802,1.3965087281795512
Mattapan,place-cedgr,0,764,14.107329842931938
Mattapan,place-cedgr,1,336,14.148809523809524
Mattapan,place-cedgr,2,63,12.317460317460318
Mattapan,place-cedgr,5,630,16.341269841269842
Mattapan,place-cedgr,6,857,13.248541423570595
Mattapan,place-cedgr,7,1220,14.186065573770492
Mattapan,place-cedgr,8,1320,12.024242424242424
Mattapan,place-cedgr,9,1106,13.091320072332731
Mattapan,place-cedgr,10,1027,14.269717624148004
Mattapan,place-cedgr,11,1053,14.86229819563153
Mattapan,place-cedgr,12,1060,14.440566037735849
Mattapan,place-cedgr,13,1033,13.116166505324298
Mattapan,place-cedgr,14,1058,13.689035916824196
Mattapan,place-cedgr,15,1291,11.626646010844306
Mattapan,place-cedgr,16,1335,13.395505617977529
Mattapan,place-cedgr,17,1309,14.886172650878533
Mattapan,place-cedgr,18,1228,15.04071661237785
Mattapan,place-cedgr,19,895,13.950837988826816
Mattapan,place-cedgr,20,847,14.889020070838253
Mattapan,place-cedgr,21,828,16.092995169082126
Mattapan,place-cedgr,22,791,15.84323640960809
Mattapan,place-cedgr,23,835,14.114970059880239
Mattapan,place-cenav,0,810,0.5419753086419753
Mattapan,place-cenav,1,307,0.5439739413680782
Mattapan,place-cenav,2,80,0.9
Mattapan,place-cenav,5,677,0.5420974889217134
Mattapan,place-cenav,6,825,0.47515151515151516
Mattapan,place-cenav,7,1158,3.4162348877374784
Mattapan,place-cenav,8,1319,4.453373768006065
Mattapan,place-cenav,9,1089,1.8438934802571165
Mattapan,place-cenav,10,1088,4.928308823529412
Mattapan,place-cenav,11,1017,1.12094395280236
Mattapan,place-cenav,12,1042,0.3944337811900192
Mattapan,place-cenav,13,1083,0.37488457987072943
Mattapan,place-cenav,14,995,0.8743718592964824
Mattapan,place-cenav,15,1341,0.5831469052945563
Mattapan,place-cenav,16,1303,0.9938603223330775
Mattapan,place-cenav,17,1263,1.5819477434679334
Mattapan,place-cenav,18,1278,1.6189358372456963
Mattapan,place-cenav,19,887,1.7068771138669674
Mattapan,place-cenav,20,790,1.0531645569620252
Mattapan,place-cenav,21,838,0.5871121718377088
Mattapan,place-cenav,22,806,0.5732009925558312
Mattapan,place-cenav,23,768,0.67578125
Mattapan,place-matt,0,412,0.1820388349514563
Mattapan,place-matt,1,180,0.0
Mattapan,place-matt,2,63,0.0
Mattapan,place-matt,5,266,0.015037593984962403
Mattapan,place-matt,6,385,0.08831168831168831
Mattapan,place-matt,7,605,0.08099173553719008
Mattapan,place-matt,8,647,2.9149922720247297
Mattapan,place-matt,9,579,0.33678756476683935
Mattapan,place-matt,10,533,0.2739212007504691
Mattapan,place-matt,11,524,1.9446564885496185
Mattapan,place-matt,12,533,0.21575984990619138
Mattapan,place-matt,13,510,0.03137254901960784
Mattapan,place-matt,14,524,2.654580152671756
Mattapan,place-matt,15,625,0.012799999999999994
Mattapan,place-matt,16,645,0.5023255813953488
Mattapan,place-matt,17,665,0.40601503759398494
Mattapan,place-matt,18,658,0.1838905775075988
Mattapan,place-matt,19,462,0.2943722943722944
Mattapan,place-matt,20,411,0.007299270072992698
Mattapan,place-matt,21,413,0.12832929782082325
Mattapan,place-matt,22,394,0.8045685279187818
Mattapan,place-matt,23,414,0.0
Mattapan,place-miltt,0,796,0.0
Mattapan,place-miltt,1,318,0.0
Mattapan,place-miltt,2,70,0.0
Mattapan,place-miltt,5,682,0.058651026392961866
Mattapan,place-miltt,6,830,1.0590361445783132
Mattapan,place-miltt,7,1160,0.9413793103448276
Mattapan,place-miltt,8,1299,1.251732101616628
Mattapan,place-miltt,9,1082,0.8364140480591498
Mattapan,place-miltt,10,1079,0.1936978683966636
Mattapan,place-miltt,11,995,0.0
Mattapan,place-miltt,12,1049,0.5471877979027645
Mattapan,place-miltt,13,1094,0.9625228519195612
Mattapan,place-miltt,14,980,0.26224489795918365
Mattapan,place-miltt,15,1334,0.14392803598200896
Mattapan,place-miltt,16,1285,0.0038910505836575833
Mattapan,place-miltt,17,1294,2.002318392581144
Mattapan,place-miltt,18,1265,1.266403162055336
Mattapan,place-miltt,19,885,0.035028248587570615
Mattapan,place-miltt,20,786,0.019083969465648845
Mattapan,place-miltt,21,824,0.0012135922330097084
Mattapan,place-miltt,22,823,0.08140947752126365
Mattapan,place-miltt,23,777,1.0296010296010294
Mattapan,place-valrd,0,812,1.8399014778325122
Mattapan,place-valrd,1,303,4.993399339933993
Mattapan,place-valrd,2,89,0.24719101123595505
Mattapan,place-valrd,5,666,0.3633633633633634
Mattapan,place-valrd,6,821,1.3568818514007308
Mattapan,place-valrd,7,1208,3.7334437086092715
Mattapan,place-valrd,8,1304,3.1671779141104293
Mattapan,place-valrd,9,1054,2.998102466793169
Mattapan,place-valrd,10,1055,2.981990521327014
Mattapan,place-valrd,11,1064,2.1109022556390977
Mattapan,place-valrd,12,1047,1.9828080229226361
Mattapan,place-valrd,13,1054,3.0332068311195446
Mattapan,place-valrd,14,1017,3.3549655850540807
Mattapan,place-valrd,15,1322,1.7662632375189107
Mattapan,place-valrd,16,1304,2.0076687116564416
Mattapan,place-valrd,17,1299,2.9168591224018474
Mattapan,place-valrd,18,1256,1.9490445859872612
Mattapan,place-valrd,19,876,1.095890410958904
Mattapan,place-valrd,20,820,0.5170731707317073
Mattapan,place-valrd,21,818,0.16014669926650363
Mattapan,place-valrd,22,796,0.3316582914572864
Mattapan,place-valrd,23,780,1.4384615384615385
Orange,place-astao,0,1269,0.0
Orange,place-astao,1,246,0.0
Orange,place-astao,2,13,0.0
Orange,place-astao,5,848,0.031839622641509434
Orange,place-astao,6,1799,0.011117287381878812
Orange,place-astao,7,1843,0.7400976668475312
Orange,place-astao,8,1809,0.18518518518518515
Orange,place-astao,9,1801,1.2543031649083842
Orange,place-astao,10,1624,0.1440886699507389
Orange,place-astao,11,1483,0.009440323668240044
Orange,place-astao,12,1467,0.22972051806407634
Orange,place-astao,13,1436,0.0
Orange,place-astao,14,1607,0.164281269446173
Orange,place-astao,15,1762,0.0
Orange,place-astao,16,1794,0.008918617614269781
Orange,place-astao,17,1756,0.07915717539863326
Orange,place-astao,18,1808,0.09845132743362832
Orange,place-astao,19,1699,0.03472630959387874
Orange,place-astao,20,1509,0.7667329357190192
Orange,place-astao,21,1547,0.03361344537815126
Orange,place-astao,22,1509,0.12458581842279655
Orange,place-astao,23,1533,0.11415525114155249
Orange,place-bbsta,0,1308,1.0137614678899083
Orange,place-bbsta,1,253,1.7865612648221345
Orange,place-bbsta,2,17,0.0
Orange,place-bbsta,5,866,0.2690531177829099
Orange,place-bbsta,6,1866,0.8220793140407289
Orange,place-bbsta,7,1855,0.17628032345013475
Orange,place-bbsta,8,1864,0.5305793991416309
Orange,place-bbsta,9,1854,0.12998921251348436
Orange,place-bbsta,10,1693,0.603071470761961
Orange,place-bbsta,11,1501,0.4350433044636909
Orange,place-bbsta,12,1500,0.544
Orange,place-bbsta,13,1507,0.747843397478434
Orange,place-bbsta,14,1634,0.6621787025703795
Orange,place-bbsta,15,1851,0.5607779578606159
Orange,place-bbsta,16,1841,0.6844106463878327
Orange,place-bbsta,17,1789,1.1861375069871436
Orange,place-bbsta,18,1837,0.402286336418073
Orange,place-bbsta,19,1813,0.6067291781577496
Orange,place-bbsta,20,1559,0.758819756254009
Orange,place-bbsta,21,1576,0.6998730964467005
Orange,place-bbsta,22,1583,1.0410612760581175
Orange,place-bbsta,23,1586,0.7377049180327869
Orange,place-ccmnl,0,1267,1.2091554853985795
Orange,place-ccmnl,1,237,0.0
Orange,place-ccmnl,2,14,0.0
Orange,place-ccmnl,5,880,1.3511363636363636
Orange,place-ccmnl,6,1787,0.9854504756575265
Orange,place-ccmnl,7,1824,1.487390350877193
Orange,place-ccmnl,8,1782,1.5151515151515151
Orange,place-ccmnl,9,1808,2.1084070796460175
Orange,place-ccmnl,10,1643,1.91661594643944
Orange,place-ccmnl,11,1459,1.626456477039068
Orange,place-ccmnl,12,1488,1.021505376344086
Orange,place-ccmnl,13,1448,1.0200276243093922
Orange,place-ccmnl,14,1593,1.4865034526051475
Orange,place-ccmnl,15,1765,1.5388101983002833
Orange,place-ccmnl,16,1806,2.137320044296789
Orange,place-ccmnl,17,1748,2.473684210526316
Orange,place-ccmnl,18,1807,1.7271721084670726
Orange,place-ccmnl,19,1721,1.0958744915746659
Orange,place-ccmnl,20,1516,1.779683377308707
Orange,place-ccmnl,21,1542,1.1952010376134892
Orange,place-ccmnl,22,1509,1.5374420145791916
Orange,place-ccmnl,23,1541,1.2199870214146658
Orange,place-chncl,0,1246,0.0
Orange,place-chncl,1,235,0.2765957446808511
Orange,place-chncl,2,12,0.0
Orange,place-chncl,5,862,0.648491879350348
Orange,place-chncl,6,1795,0.05292479108635097
Orange,place-chncl,7,1790,0.006703910614525139
Orange,place-chncl,8,1812,0.0314569536423841
Orange,place-chncl,9,1800,0.10444444444444442
Orange,place-chncl,10,1621,0.09315237507711288
Orange,place-chncl,11,1455,11.771821305841922
Orange,place-chncl,12,1474,0.027815468113975558
Orange,place-chncl,13,1465,0.009556313993174059
Orange,place-chncl,14,1558,0.08536585365853659
Orange,place-chncl,15,1806,0.22978959025470652
Orange,place-chncl,16,1772,0.6659142212189616
Orange,place-chncl,17,1747,0.12879221522610185
Orange,place-chncl,18,1776,0.06587837837837836
Orange,place-chncl,19,1721,0.07379430563625797
Orange,place-chncl,20,1505,0.10564784053156147
Orange,place-chncl,21,1530,0.0
Orange,place-chncl,22,1500,0.10866666666666666
Orange,place-chncl,23,1570,0.026114649681528653
Orange,place-dwnxg,0,1247,0.11066559743384122
Orange,place-dwnxg,1,241,0.058091286307053944
Orange,place-dwnxg,2,11,0.0
Orange,place-dwnxg,5,836,0.08851674641148323
Orange,place-dwnxg,6,1811,0.30204307012700166
Orange,place-dwnxg,7,1807,0.6336469286109574
Orange,place-dwnxg,8,1802,1.164816870144284
Orange,place-dwnxg,9,1790,0.9083798882681564
Orange,place-dwnxg,10,1634,13.200734394124847
Orange,place-dwnxg,11,1449,0.5424430641821946
Orange,place-dwnxg,12,1463,0.3923444976076555
Orange,place-dwnxg,13,1472,0.18546195652173908
Orange,place-dwnxg,14,1561,0.3792440743113389
Orange,place-dwnxg,15,1798,2.0367074527252504
Orange,place-dwnxg,16,1778,1.5528683914510686
Orange,place-dwnxg,17,1758,2.912400455062571
Orange,place-dwnxg,18,1780,1.3207865168539326
Orange,place-dwnxg,19,1728,1.1394675925925926
Orange,place-dwnxg,20,1512,0.5965608465608465
Orange,place-dwnxg,21,1527,0.24557956777996068
Orange,place-dwnxg,22,1490,0.2892617449664429
Orange,place-dwnxg,23,1561,0.2344650864830237
Orange,place-forhl,0,802,7.114713216957606
Orange,place-forhl,1,245,16.4
Orange,place-forhl,2,25,3.04
Orange,place-forhl,5,234,8.196581196581196
Orange,place-forhl,6,956,5.4968619246861925
Orange,place-forhl,7,984,12.864837398373984
Orange,place-forhl,8,954,9.979035639412999
Orange,place-forhl,9,991,10.833501513622604
Orange,place-forhl,10,875,51.39657142857143
Orange,place-forhl,11,778,25.09897172236504
Orange,place-forhl,12,820,10.485365853658537
Orange,place-forhl,13,773,68.58732212160415
Orange,place-forhl,14,883,6.432616081540204
Orange,place-forhl,15,974,9.441478439425051
Orange,place-forhl,16,942,13.340764331210192
Orange,place-forhl,17,944,8.620762711864407
Orange,place-forhl,18,979,6.771195097037793
Orange,place-forhl,19,951,10.233438485804417
Orange,place-forhl,20,807,5.555142503097893
Orange,place-forhl,21,833,3.9891956782713085
Orange,place-forhl,22,840,2.520238095238095
Orange,place-forhl,23,845,2.749112426035503
Orange,place-grnst,0,1353,3.9600886917960088
Orange,place-grnst,1,328,0.15853658536585366
Orange,place-grnst,2,23,0.0
Orange,place-grnst,5,890,1.0168539325842696
Orange,place-grnst,6,1949,0.11698306824012311
Orange,place-grnst,7,1934,0.5879007238883144
Orange,place-grnst,8,1945,1.4097686375321334
Orange,place-grnst,9,1954,0.5716479017400204
Orange,place-grnst,10,1757,1.701195219123506
Orange,place-grnst,11,1549,2.817947062621046
Orange,place-grnst,12,1629,2.7998772252915898
Orange,place-grnst,13,1552,0.5560567010309277
Orange,place-grnst,14,1697,0.7961107837360047
Orange,place-grnst,15,1944,0.41615226337448546
Orange,place-grnst,16,1884,0.7722929936305734
Orange,place-grnst,17,1855,0.2113207547169811
Orange,place-grnst,18,1929,0.6381544841886987
Orange,place-grnst,19,1894,0.24340021119324176
Orange,place-grnst,20,1628,0.7942260442260443
Orange,place-grnst,21,1661,0.2414208308248043
Orange,place-grnst,22,1668,0.657074340527578
Orange,place-grnst,23,1662,0.2545126353790613
Orange,place-haecl,0,1279,1.2775605942142298
Orange,place-haecl,1,236,0.961864406779661
Orange,place-haecl,2,14,189.0
Orange,place-haecl,5,854,0.26932084309133486
Orange,place-haecl,6,1797,1.593767390094602
Orange,place-haecl,7,1820,4.974725274725275
Orange,place-haecl,8,1810,4.293922651933702
Orange,place-haecl,9,1798,2.3865406006674084
Orange,place-haecl,10,1628,3.4035626535626538
Orange,place-haecl,11,1456,1.8907967032967032
Orange,place-haecl,12,1457,3.0075497597803706
Orange,place-haecl,13,1465,2.91740614334471
Orange,place-haecl,14,1600,5.598125
Orange,place-haecl,15,1782,3.7626262626262625
Orange,place-haecl,16,1790,3.2916201117318438
Orange,place-haecl,17,1747,4.923869490555237
Orange,place-haecl,18,1791,3.1412618648799553
Orange,place-haecl,19,1735,1.6080691642651297
Orange,place-haecl,20,1511,1.8491065519523495
Orange,place-haecl,21,1508,2.5543766578249336
Orange,place-haecl,22,1536,2.5904947916666665
Orange,place-haecl,23,1520,1.6986842105263158
Orange,place-jaksn,0,1387,0.031723143475126156
Orange,place-jaksn,1,298,0.0
Orange,place-jaksn,2,22,0.0
Orange,place-jaksn,5,887,0.0
Orange,place-jaksn,6,1972,0.09077079107505068
Orange,place-jaksn,7,1928,0.0
Orange,place-jaksn,8,1935,0.5483204134366925
Orange,place-jaksn,9,1966,0.4252288911495422
Orange,place-jaksn,10,1765,0.07988668555240791
Orange,place-jaksn,11,1558,1.2567394094993583
Orange,place-jaksn,12,1609,0.711622125543816
Orange,place-jaksn,13,1546,0.4094437257438551
Orange,place-jaksn,14,1748,0.7454233409610984
Orange,place-jaksn,15,1925,0.021818181818181813
Orange,place-jaksn,16,1891,0.7562136435748281
Orange,place-jaksn,17,1863,0.13204508856682767
Orange,place-jaksn,18,1933,0.7584066218313502
Orange,place-jaksn,19,1861,1.0865126276195594
Orange,place-jaksn,20,1634,0.8378212974296205
Orange,place-jaksn,21,1673,0.006575014943215768
Orange,place-jaksn,22,1649,0.15221346270466948
Orange,place-jaksn,23,1662,0.0589651022864019
Orange,place-masta,0,1381,0.40188269370021723
Orange,place-masta,1,285,0.0
Orange,place-masta,2,21,0.0
Orange,place-masta,5,890,0.02134831460674157
Orange,place-masta,6,1949,0.14520266803488968
Orange,place-masta,7,1945,0.21645244215938303
Orange,place-masta,8,1919,0.5096404377279833
Orange,place-masta,9,1961,0.4339622641509434
Orange,place-masta,10,1754,0.7805017103762828
Orange,place-masta,11,1589,3.9867841409691636
Orange,place-masta,12,1613,0.3292002479851209
Orange,place-masta,13,1588,0.08438287153652393
Orange,place-masta,14,1705,0.0187683284457478
Orange,place-masta,15,1928,0.07468879668049792
Orange,place-masta,16,1873,0.0
Orange,place-masta,17,1904,0.26838235294117646
Orange,place-masta,18,1909,0.2215819800942902
Orange,place-masta,19,1882,0.6471838469713072
Orange,place-masta,20,1647,0.042501517911353974
Orange,place-masta,21,1661,0.013245033112582775
Orange,place-masta,22,1651,0.006056935190793454
Orange,place-masta,23,1705,0.10146627565982402
Orange,place-mlmnl,0,1233,6.553933495539335
Orange,place-mlmnl,1,294,4.261904761904762
Orange,place-mlmnl,2,21,2.9523809523809526
Orange,place-mlmnl,4,1,0.0
Orange,place-mlmnl,5,890,16.103370786516855
Orange,place-mlmnl,6,1769,12.224985867721877
Orange,place-mlmnl,7,1838,8.092491838955386
Orange,place-mlmnl,8,1787,8.221600447677671
Orange,place-mlmnl,9,1811,9.36333517393705
Orange,place-mlmnl,10,1614,12.410161090458487
Orange,place-mlmnl,11,1487,9.326160053799596
Orange,place-mlmnl,12,1455,7.5553264604810995
Orange,place-mlmnl,13,1464,8.117486338797814
Orange,place-mlmnl,14,1603,12.136618839675608
Orange,place-mlmnl,15,1748,11.358123569794051
Orange,place-mlmnl,16,1804,12.312638580931264
Orange,place-mlmnl,17,1757,14.289698349459306
Orange,place-mlmnl,18,1803,18.2573488630061
Orange,place-mlmnl,19,1698,11.861012956419318
Orange,place-mlmnl,20,1557,13.691714836223507
Orange,place-mlmnl,21,1524,8.36286089238845
Orange,place-mlmnl,22,1520,10.911184210526315
Orange,place-mlmnl,23,1508,9.918435013262599
Orange,place-north,0,1273,0.5098193244304792
Orange,place-north,1,237,0.9071729957805907
Orange,place-north,2,15,0.0
Orange,place-north,5,862,0.23201856148491878
Orange,place-north,6,1802,0.5049944506104328
Orange,place-north,7,1807,0.6159380188157166
Orange,place-north,8,1811,1.3125345113197129
Orange,place-north,9,1796,1.0406458797327394
Orange,place-north,10,1642,0.8325213154689404
Orange,place-north,11,1463,0.9364319890635681
Orange,place-north,12,1472,13.577445652173912
Orange,place-north,13,1462,1.0225718194254445
Orange,place-north,14,1562,1.1350832266325224
Orange,place-north,15,1810,1.583425414364641
Orange,place-north,16,1790,1.9458100558659217
Orange,place-north,17,1750,4.561714285714285
Orange,place-north,18,1793,2.3067484662576687
Orange,place-north,19,1715,0.965597667638484
Orange,place-north,20,1512,1.3167989417989419
Orange,place-north,21,1536,0.9498697916666666
Orange,place-north,22,1525,1.0354098360655737
Orange,place-north,23,1534,1.1629726205997393
Orange,place-ogmnl,0,747,4.475234270414993
Orange,place-ogmnl,1,220,1.8863636363636365
Orange,place-ogmnl,2,27,0.0
Orange,place-ogmnl,4,2,0.0
Orange,place-ogmnl,5,198,3.005050505050505
Orange,place-ogmnl,6,875,4.066285714285715
Orange,place-ogmnl,7,899,6.957730812013348
Orange,place-ogmnl,8,903,2.2004429678848285
Orange,place-ogmnl,9,907,4.717750826901875
Orange,place-ogmnl,10,873,15.914089347079038
Orange,place-ogmnl,11,770,5.775324675324676
Orange,place-ogmnl,12,751,20.537949400798936
Orange,place-ogmnl,13,702,19.40883190883191
Orange,place-ogmnl,14,721,13.416088765603329
Orange,place-ogmnl,15,855,4.851461988304093
Orange,place-ogmnl,16,909,11.086908690869087
Orange,place-ogmnl,17,893,4.273236282194849
Orange,place-ogmnl,18,909,3.6853685368536855
Orange,place-ogmnl,19,874,5.630434782608695
Orange,place-ogmnl,20,817,7.041615667074663
Orange,place-ogmnl,21,775,3.174193548387097
Orange,place-ogmnl,22,750,4.028
Orange,place-ogmnl,23,782,2.3964194373401533
Orange,place-rcmnl,0,1406,0.0
Orange,place-rcmnl,1,288,0.0
Orange,place-rcmnl,2,22,0.0
Orange,place-rcmnl,5,891,0.0
Orange,place-rcmnl,6,1974,0.005065856129685916
Orange,place-rcmnl,7,1925,0.0
Orange,place-rcmnl,8,1947,0.0
Orange,place-rcmnl,9,1948,0.16632443531827515
Orange,place-rcmnl,10,1768,0.2369909502262443
Orange,place-rcmnl,11,1563,1.4145873320537428
Orange,place-rcmnl,12,1626,0.6900369003690037
Orange,place-rcmnl,13,1549,0.002582311168495801
Orange,place-rcmnl,14,1732,0.0
Orange,place-rcmnl,15,1929,0.11301192327630893
Orange,place-rcmnl,16,1898,0.9220231822971549
Orange,place-rcmnl,17,1875,0.6229333333333333
Orange,place-rcmnl,18,1933,2.3642007242628034
Orange,place-rcmnl,19,1872,2.2900641025641026
Orange,place-rcmnl,20,1651,1.7886129618413085
Orange,place-rcmnl,21,1623,1.1435613062230436
Orange,place-rcmnl,22,1694,0.19185360094451004
Orange,place-rcmnl,23,1649,0.014554275318374771
Orange,place-rugg,0,1384,0.09898843930635837
Orange,place-rugg,1,284,0.007042253521126761
Orange,place-rugg,2,23,0.0
Orange,place-rugg,5,904,0.025442477876106196
Orange,place-rugg,6,1946,0.6495375128468653
Orange,place-rugg,7,1948,0.26078028747433263
Orange,place-rugg,8,1931,0.14137752459865355
Orange,place-rugg,9,1956,0.7689161554192229
Orange,place-rugg,10,1772,2.051354401805869
Orange,place-rugg,11,1574,0.9701397712833545
Orange,place-rugg,12,1603,1.137866500311915
Orange,place-rugg,13,1587,0.17895400126023944
Orange,place-rugg,14,1717,0.020384391380314497
Orange,place-rugg,15,1921,1.028110359187923
Orange,place-rugg,16,1893,1.1600633914421552
Orange,place-rugg,17,1877,0.49493873201917954
Orange,place-rugg,18,1924,0.05457380457380454
Orange,place-rugg,19,1869,0.24826110219368647
Orange,place-rugg,20,1648,0.283373786407767
Orange,place-rugg,21,1653,0.0006049606775559474
Orange,place-rugg,22,1682,0.02972651605231865
Orange,place-rugg,23,1661,0.06261288380493678
Orange,place-sbmnl,0,1349,0.3617494440326168
Orange,place-sbmnl,1,309,0.04854368932038835
Orange,place-sbmnl,2,24,0.0
Orange,place-sbmnl,5,907,0.03748621830209481
Orange,place-sbmnl,6,1938,0.03560371517027862
Orange,place-sbmnl,7,1944,0.19393004115226337
Orange,place-sbmnl,8,1931,0.1657172449508027
Orange,place-sbmnl,9,1964,0.004073319755600807
Orange,place-sbmnl,10,1747,0.1631368059530624
Orange,place-sbmnl,11,1573,1.8709472345835982
Orange,place-sbmnl,12,1620,0.2382716049382716
Orange,place-sbmnl,13,1550,0.14193548387096772
Orange,place-sbmnl,14,1723,0.3076030179918746
Orange,place-sbmnl,15,1913,0.3078933612127548
Orange,place-sbmnl,16,1901,0.7469752761704366
Orange,place-sbmnl,17,1856,0.2817887931034483
Orange,place-sbmnl,18,1946,0.21017471736896198
Orange,place-sbmnl,19,1856,0.18642241379310345
Orange,place-sbmnl,20,1646,0.05710814094775213
Orange,place-sbmnl,21,1679,0.030970815961882055
Orange,place-sbmnl,22,1630,0.10184049079754601
Orange,place-sbmnl,23,1705,0.10322580645161288
Orange,place-state,0,1271,0.1125098347757671
Orange,place-state,1,241,0.0
Orange,place-state,2,12,0.0
Orange,place-state,5,847,0.007083825265643437
Orange,place-state,6,1778,0.02193475815523059
Orange,place-state,7,1839,0.21479064709081022
Orange,place-state,8,1790,0.05586592178770949
Orange,place-state,9,1803,0.14586799778147533
Orange,place-state,10,1619,0.1525633106856084
Orange,place-state,11,1459,0.0822481151473612
Orange,place-state,12,1464,0.19535519125683057
Orange,place-state,13,1463,0.01640464798359535
Orange,place-state,14,1601,0.0
Orange,place-state,15,1781,0.18135878719820325
Orange,place-state,16,1772,0.0146726862302483
Orange,place-state,17,1764,0.2551020408163265
Orange,place-state,18,1786,0.21780515117581184
Orange,place-state,19,1735,0.2172910662824207
Orange,place-state,20,1510,0.0
Orange,place-state,21,1521,0.16370808678500987
Orange,place-state,22,1517,0.053394858272907054
Orange,place-state,23,1537,0.0962914769030579
Orange,place-sull,0,1268,0.5654574132492114
Orange,place-sull,1,242,0.008264462809917342
Orange,place-sull,2,15,0.0
Orange,place-sull,5,873,0.02978235967926689
Orange,place-sull,6,1798,0.25528364849833146
Orange,place-sull,7,1840,0.06684782608695651
Orange,place-sull,8,1791,0.13456169737576773
Orange,place-sull,9,1780,0.5988764044943821
Orange,place-sull,10,1651,0.024227740763173834
Orange,place-sull,11,1450,0.3689655172413793
Orange,place-sull,12,1465,0.0
Orange,place-sull,13,1463,0.021872863978127138
Orange,place-sull,14,1590,0.0
Orange,place-sull,15,1789,0.0
Orange,place-sull,16,1802,0.17147613762486127
Orange,place-sull,17,1728,0.017361111111111088
Orange,place-sull,18,1817,0.2096862960924601
Orange,place-sull,19,1713,0.001167542323409216
Orange,place-sull,20,1518,0.17918313570487485
Orange,place-sull,21,1529,0.43100065402223675
Orange,place-sull,22,1526,0.16972477064220184
Orange,place-sull,23,1520,0.32763157894736844
Orange,place-tumnl,0,1264,0.1518987341772152
Orange,place-tumnl,1,234,0.3888888888888889
Orange,place-tumnl,2,11,0.0
Orange,place-tumnl,5,873,0.0
Orange,place-tumnl,6,1763,0.0011344299489506398
Orange,place-tumnl,7,1830,0.3355191256830601
Orange,place-tumnl,8,1787,0.35422495803021825
Orange,place-tumnl,9,1824,0.03782894736842105
Orange,place-tumnl,10,1624,0.0067733990147783195
Orange,place-tumnl,11,1453,13.514796971782518
Orange,place-tumnl,12,1469,0.23893805309734514
Orange,place-tumnl,13,1466,0.0
Orange,place-tumnl,14,1585,0.014511041009463719
Orange,place-tumnl,15,1785,0.04929971988795518
