line,from_station,to_station,direction_id,observations
Green,place-waban,place-rsmnl,1,1
Green,place-hwsst,place-hymnl,1,1
Blue,place-mvbcl,place-orhte,1,1
Green,place-unsqu,place-fenwy,0,1
Green,place-cool,place-smary,1,1
Green,place-buest,place-bvmnl,0,1
Green,place-spmnl,place-buest,0,1
Green,place-fbkst,place-hwsst,1,1
Green,place-bucen,place-river,1,1
Blue,place-sdmnl,place-wondl,1,1
Blue,place-gover,place-orhte,1,1
Green,place-wascm,place-kencl,1,1
Green,place-hymnl,place-balsq,1,1
Blue,place-aport,place-rbmnl,1,1
Blue,place-orhte,place-aqucl,0,1
Red,place-jfk,place-brdwy,1,1
Green,place-amory,place-lake,0,1
Green,place-babck,place-chhil,1,1
Green,place-chill,place-fenwy,0,1
Green,place-bland,place-haecl,1,1
Green,place-alsgr,place-kencl,1,1
Green,place-chhil,place-brkhl,1,1
Blue,place-mvbcl,place-bomnl,0,1
Green,place-brico,place-wrnst,0,1
Green,place-sougr,place-prmnl,1,1
Green,place-brico,place-north,1,1
Green,place-babck,place-spmnl,1,1
Green,place-haecl,place-sougr,0,1
Green,place-bvmnl,place-newtn,0,1
Green,place-chhil,place-woodl,0,1
Orange,place-masta,place-chncl,1,1
Red,place-cntsq,place-portr,1,1
Blue,place-aport,place-wondl,1,1
Green,place-wascm,place-brico,1,1
Green,place-prmnl,place-gilmn,1,1
Green,place-coecl,place-mfa,0,1
Green,place-unsqu,place-bcnfd,1,1
Green,place-alsgr,place-lake,0,1
Green,place-pktrm,place-waban,0,1
Green,place-kencl,place-bcnfd,0,1
Green,place-spmnl,place-balsq,1,1
Green,place-amory,place-alsgr,0,1
Green,place-brico,place-sthld,0,1
Green,place-spmnl,place-mfa,0,1
Green,place-armnl,place-esomr,1,1
Green,place-waban,place-chhil,1,1
Green,place-balsq,place-coecl,0,1
Green,place-buest,place-hymnl,1,1
Green,place-newtn,place-prmnl,1,1
Green,place-bcnfd,place-north,1,1
Green,place-brkhl,place-spmnl,1,1
Green,place-river,place-bckhl,1,1
Red,place-wlsta,place-brntn,0,1
Green,place-mdftf,place-bvmnl,1,1
Green,place-gover,place-bckhl,1,1
Green,place-prmnl,place-mgngl,1,1
Green,place-bvmnl,place-fenwd,0,1
Green,place-fenwd,place-brkhl,0,1
Green,place-river,place-brmnl,0,1
Green,place-lngmd,place-spmnl,1,1
Green,place-hsmnl,place-gover,1,1
Green,place-eliot,place-lech,1,1
Green,place-longw,place-prmnl,1,1
Orange,place-north,place-welln,1,1
Green,place-pktrm,place-mfa,1,1
Green,place-sumav,place-hymnl,1,1
Green,place-bndhl,place-kencl,1,1
Green,place-fbkst,place-clmnl,0,1
Green,place-river,place-boyls,1,1
Green,place-north,place-esomr,1,1
Green,place-north,place-lngmd,0,1
Green,place-prmnl,place-esomr,1,1
Green,place-bcnfd,place-lngmd,1,1
Green,place-woodl,place-nuniv,0,1
Green,place-haecl,place-longw,0,1
Red,place-nqncy,place-dwnxg,1,1
Green,place-river,place-rvrwy,0,1
Green,place-stpul,place-denrd,0,1
Green,place-brmnl,place-prmnl,1,1
Green,place-boyls,place-mdftf,1,1
Green,place-smary,place-stpul,0,1
Green,place-cool,place-hwsst,1,1
Orange,place-chncl,place-haecl,1,1
Green,place-grigg,place-wascm,0,1
Green,place-kencl,place-brkhl,0,1
Green,place-lech,place-hymnl,0,1
Green,place-haecl,place-engav,1,1
Green,place-sumav,place-esomr,1,1
Green,place-rvrwy,place-lngmd,1,1
Green,place-smary,place-rvrwy,1,1
Green,place-clmnl,place-bckhl,0,1
Green,place-hsmnl,place-smary,0,1
Green,place-engav,place-coecl,1,1
Green,place-unsqu,place-brkhl,0,1
Orange,place-haecl,place-ccmnl,1,1
Green,place-esomr,place-mdftf,0,1
Green,place-lech,place-mgngl,1,1
Green,place-hymnl,place-brmnl,0,1
Red,place-qamnl,place-wlsta,1,1
Orange,place-state,place-tumnl,0,1
Red,place-dwnxg,place-andrw,0,1
Red,place-cntsq,place-chmnl,0,1
Red,place-shmnl,place-andrw,1,1
Red,place-andrw,place-nqncy,0,1
Mattapan,place-butlr,place-matt,0,1
Red,place-chmnl,place-dwnxg,0,1
Green,place-clmnl,place-chhil,0,1
Green,place-clmnl,place-pktrm,1,1
Green,place-brkhl,place-newto,0,1
Green,place-cool,place-rvrwy,1,1
Red,place-chmnl,place-brdwy,0,1
Orange,place-forhl,place-rugg,1,1
Green,place-spmnl,place-chhil,0,1
Green,place-harvd,place-kencl,1,1
Green,place-bucen,place-pktrm,1,1
Mattapan,place-cedgr,place-miltt,0,1
Red,place-wlsta,place-chmnl,1,1
Green,place-spmnl,place-kencl,0,1
Green,place-woodl,place-longw,1,1
Green,place-waban,place-unsqu,0,1
Green,place-north,place-newtn,1,1
Green,place-spmnl,place-bcnfd,0,1
Green,place-babck,place-lake,0,1
Green,place-boyls,place-balsq,1,1
Green,place-hymnl,place-esomr,1,1
Green,place-kencl,place-lngmd,0,1
Green,place-hymnl,place-mdftf,1,1
Green,place-mfa,place-coecl,1,1
Green,place-bckhl,place-boyls,1,1
Green,place-prmnl,place-north,1,1
Green,place-gover,place-mdftf,1,1
Green,place-hsmnl,place-denrd,1,1
Green,place-newto,place-north,0,1
Orange,place-ogmnl,place-ccmnl,0,1
Orange,place-ccmnl,place-ogmnl,1,1
Red,place-portr,place-alfcl,1,1
Green,place-stpul,place-bckhl,1,1
Green,place-river,place-pktrm,0,1
Green,place-brmnl,place-kencl,1,1
Green,place-lngmd,place-newto,0,1
Green,place-mfa,place-kencl,1,1
Green,place-newto,place-rsmnl,1,1
Green,place-sumav,place-tapst,0,1
Green,place-hymnl,place-buest,0,1
Orange,place-sbmnl,place-masta,1,1
Orange,place-masta,place-jaksn,0,1
Red,place-harsq,place-davis,1,1
Green,place-mfa,place-fenwd,0,1
Green,place-woodl,place-boyls,1,1
Green,place-lngmd,place-armnl,1,1
Green,place-woodl,place-coecl,1,1
Green,place-bland,place-clmnl,1,1
Green,place-buest,place-river,1,1
Green,place-nuniv,place-rvrwy,0,1
Red,place-wlsta,place-andrw,1,1
Red,place-brntn,place-nqncy,1,1
Blue,place-bmmnl,place-wimnl,0,1
Blue,place-mvbcl,place-gover,0,1
Red,place-portr,place-cntsq,0,1
Green,place-sumav,place-denrd,0,1
Green,place-engav,place-hwsst,1,1
Green,place-armnl,place-hwsst,0,1
Green,place-kencl,place-prmnl,0,1
Green,place-cool,place-prmnl,0,1
Green,place-buest,place-longw,0,1
Green,place-lech,place-newto,1,1
Green,place-lake,place-newto,0,1
Green,place-lake,place-woodl,0,1
Green,place-unsqu,place-rsmnl,0,1
Green,place-kencl,place-fenwd,0,1
Green,place-boyls,place-lngmd,0,1
Green,place-lake,place-lech,0,1
Green,place-harvd,place-lake,0,1
Green,place-bland,place-brico,0,1
Green,place-newto,place-boyls,1,1
Orange,place-bbsta,place-north,1,1
Orange,place-welln,place-bbsta,0,1
Orange,place-bbsta,place-sull,1,1
Orange,place-tumnl,place-haecl,1,1
Orange,place-north,place-masta,0,1
Green,place-lngmd,place-esomr,1,1
Green,place-chill,place-harvd,1,1
Green,place-fbkst,place-stpul,1,1
Green,place-kencl,place-bcnwa,0,1
Green,place-hsmnl,place-prmnl,1,1
Green,place-esomr,place-balsq,1,1
Green,place-fenwy,place-newto,0,1
Green,place-rsmnl,place-fenwd,0,1
Green,place-nuniv,place-fenwd,0,1
Green,place-newto,place-fenwd,0,1
Green,place-prmnl,place-bckhl,0,1
Green,place-prmnl,place-rvrwy,0,1
Green,place-sougr,place-esomr,1,1
Green,place-sthld,place-clmnl,1,1
Green,place-pktrm,place-unsqu,1,1
Green,place-lech,place-hsmnl,1,1
Green,place-babck,place-bcnfd,1,1
Green,place-prmnl,place-spmnl,1,1
Green,place-buest,place-lake,0,1
Green,place-haecl,place-alsgr,0,1
Green,place-spmnl,place-wrnst,0,1
Green,place-gover,place-amory,0,1
Orange,place-jaksn,place-bbsta,1,1
Green,place-gover,place-hwsst,0,1
Green,place-gover,place-smary,0,1
Red,place-asmnl,place-shmnl,1,1
Green,place-balsq,place-bckhl,1,1
Green,place-wrnst,place-bucen,1,1
Green,place-fenwd,place-spmnl,1,1
Green,place-north,place-fenwd,1,1
Blue,place-gover,place-wondl,1,1
Orange,place-grnst,place-rcmnl,1,1
Orange,place-rugg,place-dwnxg,1,1
Orange,place-haecl,place-sull,1,1
Orange,place-sull,place-mlmnl,1,1
Green,place-waban,place-gover,1,1
Green,place-grigg,place-bland,1,1
Green,place-babck,place-wascm,0,1
Orange,place-rugg,place-tumnl,1,1
Blue,place-wondl,place-sdmnl,0,1
Green,place-fenwy,place-rsmnl,0,1
Green,place-armnl,place-newto,0,1
Green,place-unsqu,place-armnl,0,1
Green,place-clmnl,place-armnl,0,1
Green,place-pktrm,place-denrd,1,1
Green,place-bndhl,place-boyls,1,1
Green,place-esomr,place-armnl,0,1
Green,place-chswk,place-longw,0,1
Orange,place-bbsta,place-jaksn,0,1
Red,place-dwnxg,place-brntn,0,1
Blue,place-aport,place-state,0,1
Blue,place-mvbcl,place-wimnl,1,1
Green,place-woodl,place-gover,1,1
Green,place-chill,place-river,1,1
Green,place-kntst,place-bndhl,0,1
Green,place-unsqu,place-newto,0,1
Green,place-sthld,place-gover,1,1
Green,place-kencl,place-bndhl,0,1
Green,place-fenwy,place-unsqu,1,1
Green,place-babck,place-river,1,1
Green,place-esomr,place-haecl,0,1
Green,place-stpul,place-bcnwa,0,1
Green,place-brico,place-armnl,1,1
Green,place-armnl,place-babck,1,1
Orange,place-ccmnl,place-welln,1,1
Orange,place-state,place-sull,1,1
Orange,place-bbsta,place-rcmnl,0,1
Orange,place-chncl,place-masta,0,1
Orange,place-ccmnl,place-dwnxg,0,1
Green,place-kencl,place-fbkst,0,1
Green,place-pktrm,place-cool,0,1
Green,place-wascm,place-north,1,1
Green,place-lech,place-sougr,1,1
Green,place-stpul,place-bndhl,0,1
Green,place-fbkst,place-engav,0,1
Green,place-chswk,place-gover,1,1
Green,place-babck,place-bland,1,1
Green,place-babck,place-coecl,1,1
Green,place-buest,place-wrnst,0,1
Orange,place-state,place-ccmnl,1,1
Green,place-pktrm,place-esomr,1,1
Green,place-north,place-brico,0,1
Green,place-brico,place-lngmd,1,1
Green,place-buest,place-haecl,1,1
Green,place-bland,place-north,1,1
Green,place-gover,place-babck,0,1
Green,place-coecl,place-alsgr,0,1
Green,place-wascm,place-nuniv,0,1
Green,place-haecl,place-amory,0,1
Green,place-haecl,place-wascm,0,1
Green,place-bland,place-mfa,1,1
Green,place-spmnl,place-harvd,0,1
Green,place-harvd,place-nuniv,0,1
Green,place-esomr,place-symcl,0,1
Green,place-symcl,place-armnl,1,1
Green,place-kencl,place-wrnst,0,1
Green,place-sumav,place-gover,1,1
Green,place-cool,place-north,1,1
Green,place-stpul,place-spmnl,1,1
Green,place-bland,place-symcl,1,1
Green,place-tapst,place-bndhl,1,1
Green,place-gover,place-bcnfd,0,1
Green,place-newto,place-waban,0,1
Green,place-newtn,place-brkhl,1,1
Green,place-hymnl,place-unsqu,1,1
Green,place-pktrm,place-sougr,0,1
Green,place-bckhl,place-gilmn,0,1
Red,place-jfk,place-qnctr,0,1
Green,place-gilmn,place-hsmnl,0,1
Red,place-brdwy,place-chmnl,1,1
Green,place-hsmnl,place-babck,1,1
Green,place-symcl,place-boyls,1,1
Green,place-north,place-amory,0,1
Green,place-gover,place-coecl,0,1
Green,place-kencl,place-rvrwy,0,1
Green,place-rsmnl,place-unsqu,1,1
Orange,place-rcmnl,place-bbsta,1,1
Red,place-andrw,place-sstat,1,1
Green,place-haecl,place-unsqu,1,1
Green,place-chhil,place-longw,1,1
Red,place-pktrm,place-jfk,0,1
Green,place-lake,place-river,0,1
Green,place-mdftf,place-mfa,0,1
Green,place-balsq,place-haecl,1,1
Green,place-wascm,place-bckhl,1,1
Green,place-longw,place-coecl,1,1
Green,place-mdftf,place-river,0,1
Green,place-hsmnl,place-engav,1,1
Green,place-engav,place-bckhl,1,1
