line,parent_station,service_hour,comparable_observations,mean_excess_wait_seconds
Mattapan,place-capst,16,1305,35.21915708812261
Mattapan,place-capst,17,1302,41.24039938556068
Mattapan,place-capst,18,1242,43.14573268921095
Mattapan,place-capst,19,884,49.30769230769231
Mattapan,place-capst,20,813,43.61562115621156
Mattapan,place-capst,21,797,50.56524466750314
Mattapan,place-capst,22,795,42.30503144654088
Mattapan,place-capst,23,795,37.054716981132074
Mattapan,place-cedgr,0,760,33.892763157894734
Mattapan,place-cedgr,1,336,60.40029761904762
Mattapan,place-cedgr,2,63,132.3015873015873
Mattapan,place-cedgr,5,447,35.8668903803132
Mattapan,place-cedgr,6,852,32.85446009389671
Mattapan,place-cedgr,7,1207,33.45816072908036
Mattapan,place-cedgr,8,1310,29.397709923664124
Mattapan,place-cedgr,9,1107,39.33378500451671
Mattapan,place-cedgr,10,1015,40.498522167487685
Mattapan,place-cedgr,11,1048,39.020515267175576
Mattapan,place-cedgr,12,1060,42.37688679245283
Mattapan,place-cedgr,13,1031,35.24490785645005
Mattapan,place-cedgr,14,1056,41.885416666666664
Mattapan,place-cedgr,15,1283,32.973499610288385
Mattapan,place-cedgr,16,1329,34.56395786305493
Mattapan,place-cedgr,17,1300,38.29769230769231
Mattapan,place-cedgr,18,1218,39.83825944170772
Mattapan,place-cedgr,19,889,43.07592800899887
Mattapan,place-cedgr,20,842,39.148456057007124
Mattapan,place-cedgr,21,821,38.875152253349576
Mattapan,place-cedgr,22,788,41.316624365482234
Mattapan,place-cedgr,23,834,33.10431654676259
Mattapan,place-cenav,0,811,36.43033292231812
Mattapan,place-cenav,1,307,55.99348534201955
Mattapan,place-cenav,2,80,119.4875
Mattapan,place-cenav,5,504,34.22718253968254
Mattapan,place-cenav,6,814,32.671990171990174
Mattapan,place-cenav,7,1150,35.55130434782609
Mattapan,place-cenav,8,1314,31.467656012176562
Mattapan,place-cenav,9,1078,44.50278293135436
Mattapan,place-cenav,10,1077,41.21912720519963
Mattapan,place-cenav,11,1015,41.39458128078818
Mattapan,place-cenav,12,1039,45.25409047160731
Mattapan,place-cenav,13,1082,36.61552680221811
Mattapan,place-cenav,14,994,43.73893360160966
Mattapan,place-cenav,15,1340,34.6865671641791
Mattapan,place-cenav,16,1301,35.270176787086854
Mattapan,place-cenav,17,1260,40.823015873015876
Mattapan,place-cenav,18,1275,40.81490196078431
Mattapan,place-cenav,19,884,48.78733031674208
Mattapan,place-cenav,20,786,41.00636132315522
Mattapan,place-cenav,21,840,48.638690476190476
Mattapan,place-cenav,22,805,40.54596273291926
Mattapan,place-cenav,23,768,37.315104166666664
Mattapan,place-matt,0,340,32.78088235294118
Mattapan,place-matt,1,117,27.542735042735043
Mattapan,place-matt,2,29,20.06896551724138
Mattapan,place-matt,5,207,78.05797101449275
Mattapan,place-matt,6,430,45.85581395348837
Mattapan,place-matt,7,608,39.30838815789474
Mattapan,place-matt,8,633,25.660347551342813
Mattapan,place-matt,9,524,47.11068702290076
Mattapan,place-matt,10,513,35.12865497076023
Mattapan,place-matt,11,525,32.4352380952381
Mattapan,place-matt,12,509,44.53438113948919
Mattapan,place-matt,13,528,32.046401515151516
Mattapan,place-matt,14,506,42.32905138339921
Mattapan,place-matt,15,657,33.850837138508375
Mattapan,place-matt,16,635,31.016535433070867
Mattapan,place-matt,17,642,32.47196261682243
Mattapan,place-matt,18,594,42.40151515151515
Mattapan,place-matt,19,407,46.31695331695332
Mattapan,place-matt,20,415,32.410843373493975
Mattapan,place-matt,21,394,46.880710659898476
Mattapan,place-matt,22,378,38.90343915343915
Mattapan,place-matt,23,416,36.87620192307692
Mattapan,place-miltt,0,795,35.94025157232704
Mattapan,place-miltt,1,318,56.7751572327044
Mattapan,place-miltt,2,70,136.7357142857143
Mattapan,place-miltt,5,500,36.934
Mattapan,place-miltt,6,823,32.72296476306197
Mattapan,place-miltt,7,1156,34.30968858131488
Mattapan,place-miltt,8,1294,32.24729520865533
Mattapan,place-miltt,9,1081,43.13691026827012
Mattapan,place-miltt,10,1075,39.972093023255816
Mattapan,place-miltt,11,994,41.001006036217305
Mattapan,place-miltt,12,1049,44.09485224022879
Mattapan,place-miltt,13,1094,36.168190127970746
Mattapan,place-miltt,14,979,41.57303370786517
Mattapan,place-miltt,15,1334,35.09295352323838
Mattapan,place-miltt,16,1285,36.01011673151751
Mattapan,place-miltt,17,1292,39.76547987616099
Mattapan,place-miltt,18,1263,40.43269992082344
Mattapan,place-miltt,19,887,46.660090191657275
Mattapan,place-miltt,20,786,42.25127226463104
Mattapan,place-miltt,21,819,47.33516483516483
Mattapan,place-miltt,22,822,40.14355231143552
Mattapan,place-miltt,23,775,37.479354838709675
Mattapan,place-valrd,0,809,35.52039555006181
Mattapan,place-valrd,1,302,56.408940397350996
Mattapan,place-valrd,2,89,120.1685393258427
Mattapan,place-valrd,5,494,32.65485829959514
Mattapan,place-valrd,6,806,34.01178660049628
Mattapan,place-valrd,7,1206,34.30431177446103
Mattapan,place-valrd,8,1299,30.04695919938414
Mattapan,place-valrd,9,1049,46.377979027645374
Mattapan,place-valrd,10,1054,43.096774193548384
Mattapan,place-valrd,11,1058,40.136105860113425
Mattapan,place-valrd,12,1041,45.56195965417867
Mattapan,place-valrd,13,1047,37.01193887297039
Mattapan,place-valrd,14,1015,44.44384236453202
Mattapan,place-valrd,15,1317,36.02126044039483
Mattapan,place-valrd,16,1300,35.73461538461538
Mattapan,place-valrd,17,1293,40.365042536736276
Mattapan,place-valrd,18,1258,42.08585055643879
Mattapan,place-valrd,19,870,49.15344827586207
Mattapan,place-valrd,20,818,40.64242053789731
Mattapan,place-valrd,21,818,49.95293398533008
Mattapan,place-valrd,22,794,41.58879093198993
Mattapan,place-valrd,23,778,37.22814910025707
Orange,place-astao,0,1264,28.609572784810126
Orange,place-astao,1,241,53.18257261410788
Orange,place-astao,2,12,165.41666666666666
Orange,place-astao,5,699,18.62804005722461
Orange,place-astao,6,1778,19.90523059617548
Orange,place-astao,7,1837,21.888132825258573
Orange,place-astao,8,1803,22.300332778702163
Orange,place-astao,9,1793,22.288901282766314
Orange,place-astao,10,1620,28.515123456790125
Orange,place-astao,11,1481,33.42876434841323
Orange,place-astao,12,1465,28.075767918088737
Orange,place-astao,13,1431,30.569182389937108
Orange,place-astao,14,1602,27.199750312109863
Orange,place-astao,15,1758,25.66325369738339
Orange,place-astao,16,1792,22.840959821428573
Orange,place-astao,17,1751,27.897487150199886
Orange,place-astao,18,1804,24.65077605321508
Orange,place-astao,19,1692,26.427304964539008
Orange,place-astao,20,1503,26.9500998003992
Orange,place-astao,21,1544,26.754533678756477
Orange,place-astao,22,1506,27.63180610889774
Orange,place-astao,23,1528,23.717604712041886
Orange,place-bbsta,0,1236,39.47775080906149
Orange,place-bbsta,1,221,59.01131221719457
Orange,place-bbsta,2,13,211.92307692307693
Orange,place-bbsta,5,673,19.867013372956908
Orange,place-bbsta,6,1769,23.00367439231204
Orange,place-bbsta,7,1766,27.454133635334088
Orange,place-bbsta,8,1773,30.03553299492386
Orange,place-bbsta,9,1777,27.83145751266179
Orange,place-bbsta,10,1594,35.03481806775408
Orange,place-bbsta,11,1412,44.76097733711048
Orange,place-bbsta,12,1422,41.70886075949367
Orange,place-bbsta,13,1434,36.993375174337515
Orange,place-bbsta,14,1561,35.53331197950032
Orange,place-bbsta,15,1766,28.01359003397509
Orange,place-bbsta,16,1770,32.93050847457627
Orange,place-bbsta,17,1716,41.2252331002331
Orange,place-bbsta,18,1749,29.760720411663808
Orange,place-bbsta,19,1719,44.29959278650378
Orange,place-bbsta,20,1456,34.55563186813187
Orange,place-bbsta,21,1482,39.449730094466936
Orange,place-bbsta,22,1497,37.95991983967936
Orange,place-bbsta,23,1493,30.136302746148694
Orange,place-ccmnl,0,1264,27.82238924050633
Orange,place-ccmnl,1,233,51.43133047210301
Orange,place-ccmnl,2,14,151.71428571428572
Orange,place-ccmnl,5,734,18.579019073569484
Orange,place-ccmnl,6,1767,20.26966610073571
Orange,place-ccmnl,7,1815,21.255922865013773
Orange,place-ccmnl,8,1778,22.3644544431946
Orange,place-ccmnl,9,1803,21.899889073765944
Orange,place-ccmnl,10,1640,27.773475609756098
Orange,place-ccmnl,11,1451,35.72432804962095
Orange,place-ccmnl,12,1481,28.800135043889263
Orange,place-ccmnl,13,1447,30.04077401520387
Orange,place-ccmnl,14,1583,26.897346809854707
Orange,place-ccmnl,15,1760,25.37556818181818
Orange,place-ccmnl,16,1795,22.43426183844011
Orange,place-ccmnl,17,1742,28.20809414466131
Orange,place-ccmnl,18,1799,24.199833240689273
Orange,place-ccmnl,19,1712,25.553154205607477
Orange,place-ccmnl,20,1510,27.14139072847682
Orange,place-ccmnl,21,1535,25.803257328990227
Orange,place-ccmnl,22,1503,26.979374584165004
Orange,place-ccmnl,23,1532,22.963772845953002
Orange,place-chncl,0,1246,26.77207062600321
Orange,place-chncl,1,231,54.84632034632035
Orange,place-chncl,2,12,249.54166666666666
Orange,place-chncl,5,715,17.857342657342656
Orange,place-chncl,6,1776,20.34543918918919
Orange,place-chncl,7,1778,20.111079865016873
Orange,place-chncl,8,1807,22.926950747094633
Orange,place-chncl,9,1799,21.559199555308506
Orange,place-chncl,10,1625,27.600615384615384
Orange,place-chncl,11,1458,45.1176268861454
Orange,place-chncl,12,1471,28.633242692046228
Orange,place-chncl,13,1464,29.550887978142075
Orange,place-chncl,14,1555,28.32250803858521
Orange,place-chncl,15,1803,25.321686078757626
Orange,place-chncl,16,1768,25.52573529411765
Orange,place-chncl,17,1752,28.134988584474886
Orange,place-chncl,18,1777,25.088351153629713
Orange,place-chncl,19,1713,24.75306479859895
Orange,place-chncl,20,1504,28.168550531914892
Orange,place-chncl,21,1525,26.932131147540982
Orange,place-chncl,22,1497,25.48997995991984
Orange,place-chncl,23,1570,23.462101910828025
Orange,place-dwnxg,0,1245,26.309236947791163
Orange,place-dwnxg,1,238,52.45168067226891
Orange,place-dwnxg,2,12,257.3333333333333
Orange,place-dwnxg,5,690,18.242028985507247
Orange,place-dwnxg,6,1793,19.91857222532069
Orange,place-dwnxg,7,1804,19.62028824833703
Orange,place-dwnxg,8,1799,22.208449138410227
Orange,place-dwnxg,9,1788,21.117729306487696
Orange,place-dwnxg,10,1634,27.22858017135863
Orange,place-dwnxg,11,1445,46.128373702422145
Orange,place-dwnxg,12,1464,28.796106557377048
Orange,place-dwnxg,13,1470,30.36530612244898
Orange,place-dwnxg,14,1560,27.797435897435896
Orange,place-dwnxg,15,1797,24.541179744017807
Orange,place-dwnxg,16,1778,24.087739032620924
Orange,place-dwnxg,17,1755,26.725071225071225
Orange,place-dwnxg,18,1777,24.33539673607203
Orange,place-dwnxg,19,1724,23.600638051044083
Orange,place-dwnxg,20,1510,27.685099337748344
Orange,place-dwnxg,21,1530,25.921895424836602
Orange,place-dwnxg,22,1490,25.95201342281879
Orange,place-dwnxg,23,1560,24.010576923076922
Orange,place-forhl,0,493,19.059837728194726
Orange,place-forhl,1,105,35.08095238095238
Orange,place-forhl,2,7,6.857142857142857
Orange,place-forhl,3,2,70.5
Orange,place-forhl,4,6,7.333333333333333
Orange,place-forhl,5,535,17.71121495327103
Orange,place-forhl,6,976,15.501536885245901
Orange,place-forhl,7,986,17.79259634888438
Orange,place-forhl,8,941,18.4952178533475
Orange,place-forhl,9,977,16.64994882292733
Orange,place-forhl,10,866,24.488452655889144
Orange,place-forhl,11,776,20.264819587628867
Orange,place-forhl,12,810,20.919135802469135
Orange,place-forhl,13,763,22.83289646133683
Orange,place-forhl,14,868,23.101958525345623
Orange,place-forhl,15,963,19.647455867082034
Orange,place-forhl,16,936,19.678418803418804
Orange,place-forhl,17,931,22.50644468313641
Orange,place-forhl,18,963,18.89252336448598
Orange,place-forhl,19,906,19.455849889624723
Orange,place-forhl,20,793,20.757881462799496
Orange,place-forhl,21,823,20.125759416767924
Orange,place-forhl,22,825,18.688484848484848
Orange,place-forhl,23,836,19.69377990430622
Orange,place-grnst,0,1344,25.844494047619047
Orange,place-grnst,1,323,67.39783281733746
Orange,place-grnst,2,23,190.5
Orange,place-grnst,5,735,20.233333333333334
Orange,place-grnst,6,1926,19.42601246105919
Orange,place-grnst,7,1921,22.149401353461737
Orange,place-grnst,8,1939,24.169417225373905
Orange,place-grnst,9,1947,23.1160760143811
Orange,place-grnst,10,1753,26.95750142612664
Orange,place-grnst,11,1546,32.980271668822766
Orange,place-grnst,12,1625,32.87353846153846
Orange,place-grnst,13,1552,30.086984536082475
Orange,place-grnst,14,1699,31.61477339611536
Orange,place-grnst,15,1940,23.465979381443297
Orange,place-grnst,16,1881,27.26448697501329
Orange,place-grnst,17,1852,28.853401727861772
Orange,place-grnst,18,1925,25.797142857142855
Orange,place-grnst,19,1883,23.378120021242697
Orange,place-grnst,20,1618,29.280284301606923
Orange,place-grnst,21,1656,26.19716183574879
Orange,place-grnst,22,1663,24.88755261575466
Orange,place-grnst,23,1655,24.59667673716012
Orange,place-haecl,0,1277,25.832419733750978
Orange,place-haecl,1,232,50.3125
Orange,place-haecl,2,14,233.57142857142858
Orange,place-haecl,5,709,19.160789844851905
Orange,place-haecl,6,1774,18.94109357384442
Orange,place-haecl,7,1810,19.538121546961325
Orange,place-haecl,8,1803,21.12922906267332
Orange,place-haecl,9,1795,21.211699164345404
Orange,place-haecl,10,1622,27.15474722564735
Orange,place-haecl,11,1451,45.65024121295658
Orange,place-haecl,12,1450,28.107586206896553
Orange,place-haecl,13,1462,30.162448700410398
Orange,place-haecl,14,1593,28.021657250470813
Orange,place-haecl,15,1777,23.94259988745076
Orange,place-haecl,16,1788,23.129474272930647
Orange,place-haecl,17,1739,27.325186889016678
Orange,place-haecl,18,1790,23.64022346368715
Orange,place-haecl,19,1731,23.731369150779894
Orange,place-haecl,20,1507,28.002322495023225
Orange,place-haecl,21,1507,25.59688122096881
Orange,place-haecl,22,1531,25.57935989549314
Orange,place-haecl,23,1520,23.57434210526316
Orange,place-jaksn,0,1381,24.969587255611877
Orange,place-jaksn,1,295,65.57118644067796
Orange,place-jaksn,2,22,202.88636363636363
Orange,place-jaksn,5,733,19.457025920873125
Orange,place-jaksn,6,1952,21.66393442622951
Orange,place-jaksn,7,1918,24.298748696558917
Orange,place-jaksn,8,1930,23.09715025906736
Orange,place-jaksn,9,1961,23.35925548189699
Orange,place-jaksn,10,1761,27.129187961385576
Orange,place-jaksn,11,1555,34.660771704180064
Orange,place-jaksn,12,1605,29.228660436137073
Orange,place-jaksn,13,1543,31.057679844458846
Orange,place-jaksn,14,1748,29.58495423340961
Orange,place-jaksn,15,1922,24.503642039542143
Orange,place-jaksn,16,1888,26.15042372881356
Orange,place-jaksn,17,1862,30.34344790547798
Orange,place-jaksn,18,1933,25.080186239006725
Orange,place-jaksn,19,1857,23.871836295099623
Orange,place-jaksn,20,1631,28.264868179031268
Orange,place-jaksn,21,1669,25.83163571000599
Orange,place-jaksn,22,1647,25.081360048573163
Orange,place-jaksn,23,1663,24.91491280817799
Orange,place-masta,0,1374,26.576055312954875
Orange,place-masta,1,283,63.39575971731449
Orange,place-masta,2,21,207.88095238095238
Orange,place-masta,5,732,19.221994535519126
Orange,place-masta,6,1924,22.50493762993763
Orange,place-masta,7,1937,24.046979865771814
Orange,place-masta,8,1919,24.93616466909849
Orange,place-masta,9,1951,22.519733470015378
Orange,place-masta,10,1751,27.593660765276983
Orange,place-masta,11,1584,35.626578282828284
Orange,place-masta,12,1610,28.914285714285715
Orange,place-masta,13,1588,31.66089420654912
Orange,place-masta,14,1699,28.386698057680988
Orange,place-masta,15,1928,25.423495850622405
Orange,place-masta,16,1870,26.17486631016043
Orange,place-masta,17,1899,28.80463401790416
Orange,place-masta,18,1904,24.881565126050422
Orange,place-masta,19,1872,24.83573717948718
Orange,place-masta,20,1640,28.453353658536585
Orange,place-masta,21,1657,26.22661436330718
Orange,place-masta,22,1648,24.745752427184467
Orange,place-masta,23,1698,23.580094228504123
Orange,place-mlmnl,0,1224,27.78472222222222
Orange,place-mlmnl,1,287,55.303135888501735
Orange,place-mlmnl,2,21,136.95238095238096
Orange,place-mlmnl,5,753,16.179282868525895
Orange,place-mlmnl,6,1749,18.665809033733563
Orange,place-mlmnl,7,1825,22.326849315068493
Orange,place-mlmnl,8,1778,23.718785151856018
Orange,place-mlmnl,9,1797,22.65442404006678
Orange,place-mlmnl,10,1602,28.182896379525594
Orange,place-mlmnl,11,1476,31.750338753387535
Orange,place-mlmnl,12,1447,28.36696613683483
Orange,place-mlmnl,13,1458,32.83127572016461
Orange,place-mlmnl,14,1588,28.61712846347607
Orange,place-mlmnl,15,1732,24.876443418013857
Orange,place-mlmnl,16,1785,24.077871148459383
Orange,place-mlmnl,17,1733,28.207732256203116
Orange,place-mlmnl,18,1775,26.38338028169014
Orange,place-mlmnl,19,1681,27.709696609161213
Orange,place-mlmnl,20,1519,27.47662936142199
Orange,place-mlmnl,21,1511,27.587359364659164
Orange,place-mlmnl,22,1502,29.15046604527297
Orange,place-mlmnl,23,1500,25.634666666666668
Orange,place-north,0,1269,26.627659574468087
Orange,place-north,1,231,50.87662337662338
Orange,place-north,2,15,140.9
Orange,place-north,5,714,19.064425770308123
Orange,place-north,6,1783,21.07206954570948
Orange,place-north,7,1798,20.11067853170189
Orange,place-north,8,1807,22.79607083563918
Orange,place-north,9,1787,23.466144376049243
Orange,place-north,10,1636,26.432151589242054
Orange,place-north,11,1459,35.04934886908842
Orange,place-north,12,1469,27.831177671885637
Orange,place-north,13,1457,30.49073438572409
Orange,place-north,14,1561,27.380204996796927
Orange,place-north,15,1804,24.282982261640797
Orange,place-north,16,1785,22.881792717086835
Orange,place-north,17,1744,27.144782110091743
Orange,place-north,18,1787,24.08505875769446
Orange,place-north,19,1712,24.019567757009344
Orange,place-north,20,1506,27.640438247011954
Orange,place-north,21,1530,26.029738562091502
Orange,place-north,22,1520,25.745394736842105
Orange,place-north,23,1528,23.11060209424084
Orange,place-ogmnl,0,375,36.101333333333336
Orange,place-ogmnl,1,59,94.28813559322033
Orange,place-ogmnl,4,1,0.0
Orange,place-ogmnl,5,624,21.68830128205128
Orange,place-ogmnl,6,855,23.766666666666666
Orange,place-ogmnl,7,822,30.98905109489051
Orange,place-ogmnl,8,831,31.505415162454874
Orange,place-ogmnl,9,804,35.923507462686565
Orange,place-ogmnl,10,649,47.612480739599384
Orange,place-ogmnl,11,635,42.939370078740154
Orange,place-ogmnl,12,683,36.702049780380676
Orange,place-ogmnl,13,697,38.56527977044476
Orange,place-ogmnl,14,784,29.690688775510203
Orange,place-ogmnl,15,804,26.690298507462686
Orange,place-ogmnl,16,813,34.772447724477246
Orange,place-ogmnl,17,801,31.28027465667915
Orange,place-ogmnl,18,820,33.610975609756096
Orange,place-ogmnl,19,719,33.94714881780251
Orange,place-ogmnl,20,688,34.4905523255814
Orange,place-ogmnl,21,705,35.09432624113476
Orange,place-ogmnl,22,674,37.925816023738875
Orange,place-ogmnl,23,709,32.43441466854725
Orange,place-rcmnl,0,1398,25.517882689556508
Orange,place-rcmnl,1,283,65.96113074204948
Orange,place-rcmnl,2,22,202.6590909090909
Orange,place-rcmnl,5,734,18.986376021798364
Orange,place-rcmnl,6,1951,20.202716555612508
Orange,place-rcmnl,7,1912,22.56642259414226
Orange,place-rcmnl,8,1943,26.540658775090066
Orange,place-rcmnl,9,1943,23.959855892949047
Orange,place-rcmnl,10,1770,26.804237288135592
Orange,place-rcmnl,11,1558,33.4602053915276
Orange,place-rcmnl,12,1621,28.960518198642813
Orange,place-rcmnl,13,1548,31.448966408268735
Orange,place-rcmnl,14,1733,29.343046739757646
Orange,place-rcmnl,15,1925,24.0212987012987
Orange,place-rcmnl,16,1895,26.37414248021108
Orange,place-rcmnl,17,1869,29.69047619047619
Orange,place-rcmnl,18,1927,25.15905552672548
Orange,place-rcmnl,19,1868,23.921573875803
Orange,place-rcmnl,20,1646,28.141251518833535
Orange,place-rcmnl,21,1621,25.719925971622455
Orange,place-rcmnl,22,1692,24.91371158392435
Orange,place-rcmnl,23,1642,24.550548112058465
Orange,place-rugg,0,1382,25.96382054992764
Orange,place-rugg,1,281,64.48754448398577
Orange,place-rugg,2,23,206.7173913043478
Orange,place-rugg,5,747,20.248995983935743
Orange,place-rugg,6,1926,20.03842159916926
Orange,place-rugg,7,1941,22.874806800618238
Orange,place-rugg,8,1923,24.985179407176286
Orange,place-rugg,9,1956,23.480572597137016
Orange,place-rugg,10,1762,27.950908059023835
Orange,place-rugg,11,1567,31.533822590938097
Orange,place-rugg,12,1603,33.198689956331876
Orange,place-rugg,13,1581,31.85800126502214
Orange,place-rugg,14,1715,28.1600583090379
Orange,place-rugg,15,1916,25.67536534446764
Orange,place-rugg,16,1888,26.646716101694917
Orange,place-rugg,17,1874,28.58964781216649
Orange,place-rugg,18,1922,25.021852237252862
Orange,place-rugg,19,1868,24.46975374732334
Orange,place-rugg,20,1643,28.556299452221545
Orange,place-rugg,21,1654,25.89298669891173
Orange,place-rugg,22,1677,24.66129994036971
Orange,place-rugg,23,1660,24.180120481927712
Orange,place-sbmnl,0,1346,25.544947994056464
Orange,place-sbmnl,1,305,66.61475409836065
Orange,place-sbmnl,2,24,187.10416666666666
Orange,place-sbmnl,5,751,19.519973368841544
Orange,place-sbmnl,6,1913,20.17537898588604
Orange,place-sbmnl,7,1931,23.539875712066287
Orange,place-sbmnl,8,1924,24.435550935550935
Orange,place-sbmnl,9,1960,23.203061224489797
Orange,place-sbmnl,10,1744,27.543004587155963
Orange,place-sbmnl,11,1573,33.50699300699301
Orange,place-sbmnl,12,1616,31.563428217821784
Orange,place-sbmnl,13,1543,31.930654569021385
Orange,place-sbmnl,14,1717,30.10891089108911
Orange,place-sbmnl,15,1910,24.604188481675394
Orange,place-sbmnl,16,1899,26.664823591363877
Orange,place-sbmnl,17,1851,29.54592112371691
Orange,place-sbmnl,18,1939,25.451263537906136
Orange,place-sbmnl,19,1849,23.828555976203354
Orange,place-sbmnl,20,1644,28.2183698296837
Orange,place-sbmnl,21,1674,25.94743130227001
Orange,place-sbmnl,22,1631,25.07694665849172
Orange,place-sbmnl,23,1699,24.637728075338433
Orange,place-state,0,1268,26.388801261829652
Orange,place-state,1,237,50.0126582278481
Orange,place-state,2,11,275.27272727272725
Orange,place-state,5,703,18.59815078236131
Orange,place-state,6,1760,19.667329545454546
Orange,place-state,7,1829,19.82640787315473
Orange,place-state,8,1787,21.543368774482374
Orange,place-state,9,1801,21.2282065519156
Orange,place-state,10,1615,27.295975232198142
Orange,place-state,11,1457,45.641729581331504
Orange,place-state,12,1461,28.784394250513348
Orange,place-state,13,1462,29.58139534883721
Orange,place-state,14,1597,27.709455228553537
Orange,place-state,15,1778,24.921259842519685
Orange,place-state,16,1766,23.933465458663647
Orange,place-state,17,1761,26.919647927314028
Orange,place-state,18,1780,24.064044943820225
Orange,place-state,19,1731,24.13835932986713
Orange,place-state,20,1505,27.60498338870432
Orange,place-state,21,1517,26.095583388266316
Orange,place-state,22,1513,25.120951751487112
Orange,place-state,23,1533,24.051206784083497
Orange,place-sull,0,1264,27.625791139240505
Orange,place-sull,1,237,51.95147679324894
Orange,place-sull,2,15,138.8
Orange,place-sull,5,726,18.41253443526171
Orange,place-sull,6,1777,20.211873944850872
Orange,place-sull,7,1831,22.164391043145823
Orange,place-sull,8,1784,22.592769058295964
Orange,place-sull,9,1775,22.143661971830987
Orange,place-sull,10,1643,28.579732197200244
Orange,place-sull,11,1445,32.85121107266436
Orange,place-sull,12,1461,29.95687885010267
Orange,place-sull,13,1462,30.038645690834475
Orange,place-sull,14,1587,27.23503465658475
Orange,place-sull,15,1785,25.13417366946779
Orange,place-sull,16,1799,23.25152862701501
Orange,place-sull,17,1721,27.7588611272516
Orange,place-sull,18,1813,24.336183121897406
Orange,place-sull,19,1706,25.65826494724502
Orange,place-sull,20,1509,27.61663353214049
Orange,place-sull,21,1523,26.65101772816809
Orange,place-sull,22,1520,27.04375
Orange,place-sull,23,1517,23.907053394858274
Orange,place-tumnl,0,1260,26.927380952380954
Orange,place-tumnl,1,231,52.51298701298701
Orange,place-tumnl,2,11,234.45454545454547
Orange,place-tumnl,5,728,17.2239010989011
Orange,place-tumnl,6,1738,21.372554660529342
Orange,place-tumnl,7,1820,19.93901098901099
Orange,place-tumnl,8,1789,22.838736724427054
Orange,place-tumnl,9,1818,21.76787678767877
Orange,place-tumnl,10,1616,28.148205445544555
Orange,place-tumnl,11,1446,44.02939142461964
Orange,place-tumnl,12,1465,28.85051194539249
Orange,place-tumnl,13,1465,30.713310580204777
Orange,place-tumnl,14,1582,27.304993678887485
Orange,place-tumnl,15,1785,25.83501400560224
Orange,place-tumnl,16,1773,25.59249858996052
Orange,place-tumnl,17,1738,28.090333716915996
Orange,place-tumnl,18,1782,24.72138047138047
Orange,place-tumnl,19,1739,25.19637722829212
Orange,place-tumnl,20,1497,27.39311957247829
Orange,place-tumnl,21,1507,26.810550763105507
Orange,place-tumnl,22,1509,24.76043737574553
Orange,place-tumnl,23,1553,23.99839021249195
Orange,place-welln,0,1235,28.606072874493925
Orange,place-welln,1,257,56.12256809338522
Orange,place-welln,2,15,166.03333333333333
Orange,place-welln,5,732,16.09426229508197
Orange,place-welln,6,1759,18.9013644115975
Orange,place-welln,7,1800,21.851666666666667
Orange,place-welln,8,1811,23.03230259525124
Orange,place-welln,9,1792,22.970424107142858
Orange,place-welln,10,1616,28.237623762376238
Orange,place-welln,11,1476,32.63075880758807
Orange,place-welln,12,1465,30.004778156996586
Orange,place-welln,13,1450,31.81896551724138
Orange,place-welln,14,1581,29.38235294117647
Orange,place-welln,15,1749,24.915666094911376
Orange,place-welln,16,1802,22.923973362930077
Orange,place-welln,17,1753,27.654306902452937
Orange,place-welln,18,1777,25.092571750140685
Orange,place-welln,19,1692,26.502364066193852
Orange,place-welln,20,1531,26.99248856956238
Orange,place-welln,21,1526,27.51572739187418
Orange,place-welln,22,1497,28.465931863727455
Orange,place-welln,23,1538,23.777958387516254
Red,place-alfcl,0,433,39.236720554272516
Red,place-alfcl,1,49,88.65306122448979
Red,place-alfcl,2,4,57.125
Red,place-alfcl,3,1,0.0
Red,place-alfcl,4,2,0.0
Red,place-alfcl,5,419,41.95346062052506
Red,place-alfcl,6,861,20.727642276422763
Red,place-alfcl,7,867,20.912918108419838
Red,place-alfcl,8,863,22.979721900347624
Red,place-alfcl,9,830,25.013253012048192
Red,place-alfcl,10,819,23.85286935286935
Red,place-alfcl,11,778,32.23071979434447
Red,place-alfcl,12,787,28.935832274459976
Red,place-alfcl,13,788,29.03680203045685
Red,place-alfcl,14,805,31.411180124223602
Red,place-alfcl,15,803,27.506849315068493
Red,place-alfcl,16,795,35.90251572327044
Red,place-alfcl,17,812,29.283251231527093
Red,place-alfcl,18,823,30.075334143377887
Red,place-alfcl,19,833,30.48199279711885
Red,place-alfcl,20,803,29.448318804483186
Red,place-alfcl,21,737,28.048168249660787
Red,place-alfcl,22,714,26.1281512605042
Red,place-alfcl,23,704,27.88778409090909
Red,place-andrw,0,1334,41.44415292353823
Red,place-andrw,1,305,120.75081967213114
Red,place-andrw,2,19,353.3421052631579
Red,place-andrw,5,608,33.984375
Red,place-andrw,6,1813,34.71621621621622
Red,place-andrw,7,1968,30.4692581300813
Red,place-andrw,8,1953,34.5084485407066
Red,place-andrw,9,1985,32.52871536523929
Red,place-andrw,10,1866,39.603697749196144
Red,place-andrw,11,1852,38.53563714902808
Red,place-andrw,12,1851,39.103727714748786
Red,place-andrw,13,1831,39.008192244675044
Red,place-andrw,14,1861,36.495432563138095
Red,place-andrw,15,1880,40.61781914893617
Red,place-andrw,16,1869,42.41546281433922
Red,place-andrw,17,1899,41.78725645076356
Red,place-andrw,18,1931,38.10771620921802
Red,place-andrw,19,1911,36.64207221350078
